sum.taxonomy	X12S_LA11.1.R1.S25.L001	X12S_LA11.1.R2.S26.L001	X12S_LA11.1.R3.S27.L001	X12S_LA11.2.R1.S28.L001	X12S_LA11.2.R2.S29.L001	X12S_LA11.2.R3.S30.L001	X12S_LA11.3.R1.S31.L001	X12S_LA11.3.R2.S32.L001	X12S_LA11.3.R3.S33.L001	X12S_LA11.4.R1.S34.L001	X12S_LA11.4.R2.S35.L001	X12S_LA11.4.R3.S36.L001	X12S_LA11.Blank.S90.L001	X12S_LA14.1.R1.S37.L001	X12S_LA14.1.R2.S38.L001	X12S_LA14.1.R3.S39.L001	X12S_LA14.2.R1.S40.L001	X12S_LA14.2.R2.S41.L001	X12S_LA14.2.R3.S42.L001	X12S_LA14.3.R1.S43.L001	X12S_LA14.3.R2.S44.L001	X12S_LA14.3.R3.S45.L001	X12S_LA14.4.R1.S46.L001	X12S_LA14.4.R2.S47.L001	X12S_LA14.Blank.S91.L001	X12S_LA3.1.R1.S1.L001	X12S_LA3.1.R2.S2.L001	X12S_LA3.1.R3.S3.L001	X12S_LA3.2.R1.S4.L001	X12S_LA3.2.R2.S5.L001	X12S_LA3.2.R3.S6.L001	X12S_LA3.3.R1.S7.L001	X12S_LA3.3.R2.S8.L001	X12S_LA3.3.R3.S9.L001	X12S_LA3.4.R1.S10.L001	X12S_LA3.4.R2.S11.L001	X12S_LA3.4.R3.S12.L001	X12S_LA3.Blank.S88.L001	X12S_LA3.LA11.ext.S95.L001	X12S_LA6.1.R1.S13.L001	X12S_LA6.1.R2.S14.L001	X12S_LA6.1.R3.S15.L001	X12S_LA6.2.R1.S16.L001	X12S_LA6.2.R2.S17.L001	X12S_LA6.2.R3.S18.L001	X12S_LA6.3.R1.S19.L001	X12S_LA6.3.R2.S20.L001	X12S_LA6.3.R3.S21.L001	X12S_LA6.4.R1.S22.L001	X12S_LA6.4.R2.S23.L001	X12S_LA6.Blank.S89.L001	X12S_LA6.LA14.LB2.ext.S97.L001	X12S_LB1.0.R1.S85.L001	X12S_LB1.0.R2.S86.L001	X12S_LB1.0.R3.S87.L001	X12S_LB1.1.R1.S49.L001	X12S_LB1.1.R2.S50.L001	X12S_LB1.1.R3.S51.L001	X12S_LB1.2.R1.S52.L001	X12S_LB1.2.R2.S53.L001	X12S_LB1.2.R3.S54.L001	X12S_LB1.3.R1.S55.L001	X12S_LB1.3.R2.S56.L001	X12S_LB1.3.R3.S57.L001	X12S_LB14.1.R1.S73.L001	X12S_LB14.1.R2.S74.L001	X12S_LB14.1.R3.S75.L001	X12S_LB14.2.R1.S76.L001	X12S_LB14.2.R2.S77.L001	X12S_LB14.2.R3.S78.L001	X12S_LB14.3.R1.S79.L001	X12S_LB14.3.R2.S80.L001	X12S_LB14.3.R3.S81.L001	X12S_LB14.4.R1.S82.L001	X12S_LB14.4.R2.S83.L001	X12S_LB14.Blank.S94.L001	X12S_LB1.4.R1.S58.L001	X12S_LB1.4.R2.S59.L001	X12S_LB1.4.R3.S60.L001	X12S_LB1.Blank.S92.L001	X12S_LB2.1.R1.S61.L001	X12S_LB2.1.R2.S62.L001	X12S_LB2.1.R3.S63.L001	X12S_LB2.2.R1.S64.L001	X12S_LB2.2.R2.S65.L001	X12S_LB2.2.R3.S66.L001	X12S_LB2.3.R1.S67.L001	X12S_LB2.3.R2.S68.L001	X12S_LB2.3.R3.S69.L001	X12S_LB2.4.R1.S70.L001	X12S_LB2.4.R2.S71.L001	X12S_LB2.Blank.S93.L001	X12S_LB1.LB14.ext.S98.L001
Eukaryota;Chordata;Chondrichthyes;Pristiformes/Rhiniformes group;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Chondrichthyes;Pristiformes/Rhiniformes group;Rhinobatidae;NA;	0	18	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	50	0	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	31	17	0	0	0
Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja inornata	0	2224	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	55	213	0	184	499	0	7	0	138	745	223	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	8	40	128	0	33	591	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus	322	1449	572	640	753	98	303	4523	356	432	5	0	2	0	6	0	0	0	0	0	0	94	0	0	1	962	5145	971	431	438	70	136	351	22	43	48	0	0	1	46	71	28	21	190	12	0	180	483	835	492	0	0	5960	88	0	80	11	22	0	0	3948	289	0	0	225	1	0	0	433	17	152	246	3672	507	1845	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Cetacea;Balaenopteridae;Megaptera;Megaptera novaeangliae	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Cetacea;Delphinidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	13	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
Eukaryota;Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops truncatus	38	9	0	0	3053	0	0	45	0	444	25	0	0	0	0	0	29	0	0	0	0	11	0	111	0	0	0	0	30	0	18	9	0	0	199	0	0	0	0	11	276	0	29	0	0	5	0	5	11	30	0	0	0	0	0	0	0	0	0	7	0	0	174	0	0	247	0	0	0	0	66	358	0	0	0	0	0	80	0	1	0	75	0	0	0	0	0	159	0	0	0	0	0
Eukaryota;Chordata;Mammalia;NA;Bovidae;Bos;Bos taurus	0	0	6	0	0	0	0	0	0	0	0	0	0	44	0	0	3	0	135	58	0	10	239	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0	0	8359	403	5	0	26	2445	0	341	0	0	0	0	0	0	243	0	2338	0	0	0	0	0	0	0	1	0
Eukaryota;Chordata;Mammalia;NA;Bovidae;Ovis;Ovis aries	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;NA;Suidae;Sus;Sus scrofa	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	404	2618	41	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	236	4225	0	0	0	189	120	0	0	0	0	0	0	0	4	0	0	976	0	0	0	0	0	0	230	0	0	0	2047	1	0	0	170	0	19	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens	221	1096	65	93	372	675	103	640	468	97	482	0	7406	0	402	598	747	70	389	1549	101	138	555	5	10	54	1038	892	1173	259	428	69	244	43	24	84	0	49282	18	8	550	37	198	14	56	702	67387	703	57	8	16	20	25	21	4	0	0	0	219	0	566	13	1865	62	67	125	266	27	1320	0	49	378	1	19	406	4241	0	0	0	99136	2121	1010	52	3	727	14	58	34	247	112	75	31249	0
Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pan;Pan paniscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	23475	59744	17262	45626	62427	53377	29341	29891	72737	68258	68413	0	348	14376	52303	14284	41207	54499	32222	28374	50442	33143	48984	59711	788	16721	37759	29523	36535	30655	32292	22909	34211	21816	26929	25490	0	597	874	22861	69912	28976	37811	30973	54102	18649	15551	40770	24022	40897	571	1	37298	88835	287	42349	86172	15719	80067	42227	52047	43423	61671	105911	40345	115015	36276	42416	65595	61610	22095	79423	65609	67474	63610	652	85171	53958	0	221	16307	32346	20256	38648	12098	35602	20355	40814	21427	37270	25034	220	0
